n_samples,n_features,noise,n_pairs,epochs,learning_rate,regularization,pairwise_accuracy,ranking_loss,kendall_tau_distance,top_10_overlap,true_w,learned_w,final_training_loss
100,2,0.1,4950,200,0.05,0.001,0.9854545454545455,0.014545454545454528,0.014545454545454545,0.9,-0.331010 2.036029,-0.343875 2.019489,0.16450683159687274
